Word1,Word2,Sample1,Sample2,Euclidean,Manhattan,Cosine,Correlation
Bale,Bale,Bale_02.npy,Bale_02.npy,0.0,0.0,0.0,0.0
Bale,Bale,Bale_02.npy,Bale_000003.npy,13.423197317846375,313.01512131410965,0.046200570829188714,0.046200570829188714
Bale,Bale,Bale_02.npy,Bale_01.npy,25.580817186856468,539.6841303895002,0.1677892840890699,0.1677892840890699
Bale,Bale,Bale_02.npy,Bale_000005.npy,12.734789080552614,289.29383027652455,0.04158329562209262,0.04158329562209262
Bale,Bale,Bale_02.npy,Bale_03.npy,12.178761695238643,262.7973112432513,0.03803134267420738,0.03803134267420738
Bale,Bale,Bale_02.npy,Bale_005.npy,17.51621402338064,376.0397736355844,0.07867121890073836,0.07867121890073836
Bale,Bale,Bale_02.npy,Bale_05.npy,12.202910963263049,240.34330334307072,0.03818231691726315,0.03818231691726315
Bale,Bale,Bale_02.npy,Bale_004.npy,17.550457187242742,372.4541597362566,0.07897911473877928,0.07897911473877928
Bale,Bale,Bale_02.npy,Bale_002.npy,18.065437646700857,390.18869294969215,0.08368206086329222,0.08368206086329222
Bale,Bale,Bale_000003.npy,Bale_02.npy,13.423197317846375,313.01512131410965,0.046200570829188714,0.046200570829188714
Bale,Bale,Bale_000003.npy,Bale_000003.npy,0.0,0.0,0.0,0.0
Bale,Bale,Bale_000003.npy,Bale_01.npy,24.39254227402256,509.6828862751253,0.15256310733076373,0.15256310733076373
Bale,Bale,Bale_000003.npy,Bale_000005.npy,4.733224387579588,111.21025869578088,0.005744464898251644,0.005744464898251644
Bale,Bale,Bale_000003.npy,Bale_03.npy,14.320319768937868,328.02956918810617,0.05258245084221347,0.05258245084221347
Bale,Bale,Bale_000003.npy,Bale_005.npy,13.620429508711988,276.1475768935059,0.0475682307696903,0.0475682307696903
Bale,Bale,Bale_000003.npy,Bale_05.npy,15.308278719417224,358.5609044742487,0.06008805060291411,0.06008805060291411
Bale,Bale,Bale_000003.npy,Bale_004.npy,13.613381306924266,286.2357951307584,0.047519012976337205,0.047519012976337205
Bale,Bale,Bale_000003.npy,Bale_002.npy,14.52147224212474,304.6348088772909,0.05407004002020532,0.05407004002020532
Bale,Bale,Bale_01.npy,Bale_02.npy,25.580817186856468,539.6841303895002,0.1677892840890699,0.1677892840890699
Bale,Bale,Bale_01.npy,Bale_000003.npy,24.39254227402256,509.6828862751253,0.15256310733076373,0.15256310733076373
Bale,Bale,Bale_01.npy,Bale_01.npy,0.0,0.0,0.0,0.0
Bale,Bale,Bale_01.npy,Bale_000005.npy,25.44595052457437,525.9525605385438,0.1660247174613042,0.1660247174613042
Bale,Bale,Bale_01.npy,Bale_03.npy,27.35219625610634,529.6087360706349,0.19183144616219416,0.19183144616219416
Bale,Bale,Bale_01.npy,Bale_005.npy,15.073397918189816,337.340989100167,0.05825828841027969,0.05825828841027969
Bale,Bale,Bale_01.npy,Bale_05.npy,27.171245544817467,536.8394067466724,0.1893016883222468,0.1893016883222468
Bale,Bale,Bale_01.npy,Bale_004.npy,16.448778024032507,365.4995555652814,0.06937494832920366,0.06937494832920366
Bale,Bale,Bale_01.npy,Bale_002.npy,16.38098810766052,368.1237378749091,0.06880430035469642,0.06880430035469642
Bale,Bale,Bale_000005.npy,Bale_02.npy,12.734789080552614,289.29383027652455,0.04158329562209262,0.04158329562209262
Bale,Bale,Bale_000005.npy,Bale_000003.npy,4.733224387579588,111.21025869578088,0.005744464898251644,0.005744464898251644
Bale,Bale,Bale_000005.npy,Bale_01.npy,25.44595052457437,525.9525605385438,0.1660247174613042,0.1660247174613042
Bale,Bale,Bale_000005.npy,Bale_000005.npy,0.0,0.0,0.0,0.0
Bale,Bale,Bale_000005.npy,Bale_03.npy,12.69510534287275,281.4052873286819,0.04132453837606054,0.04132453837606054
Bale,Bale,Bale_000005.npy,Bale_005.npy,14.418055221261621,293.5850857067149,0.053302645221372735,0.053302645221372735
Bale,Bale,Bale_000005.npy,Bale_05.npy,14.251239759797565,324.66884072303094,0.0520763678695475,0.0520763678695475
Bale,Bale,Bale_000005.npy,Bale_004.npy,14.470132256918122,295.4800253711071,0.053688391675052904,0.053688391675052904
Bale,Bale,Bale_000005.npy,Bale_002.npy,15.689442067668184,323.17273481070276,0.06311758779351784,0.06311758779351784
Bale,Bale,Bale_03.npy,Bale_02.npy,12.178761695238643,262.7973112432513,0.03803134267420738,0.03803134267420738
Bale,Bale,Bale_03.npy,Bale_000003.npy,14.320319768937868,328.02956918810617,0.05258245084221347,0.05258245084221347
Bale,Bale,Bale_03.npy,Bale_01.npy,27.35219625610634,529.6087360706349,0.19183144616219416,0.19183144616219416
Bale,Bale,Bale_03.npy,Bale_000005.npy,12.69510534287275,281.4052873286819,0.04132453837606054,0.04132453837606054
Bale,Bale,Bale_03.npy,Bale_03.npy,0.0,0.0,0.0,0.0
Bale,Bale,Bale_03.npy,Bale_005.npy,18.33346296139258,353.13135691559637,0.08618355491198904,0.08618355491198904
Bale,Bale,Bale_03.npy,Bale_05.npy,7.88257721309437,190.47994078557295,0.015932057312921688,0.015932057312921688
Bale,Bale,Bale_03.npy,Bale_004.npy,18.090174768841162,333.1322447408955,0.08391139055569685,0.08391139055569685
Bale,Bale,Bale_03.npy,Bale_002.npy,19.29105426394935,360.19035215858537,0.0954217370806767,0.0954217370806767
Bale,Bale,Bale_005.npy,Bale_02.npy,17.51621402338064,376.0397736355844,0.07867121890073836,0.07867121890073836
Bale,Bale,Bale_005.npy,Bale_000003.npy,13.620429508711988,276.1475768935059,0.0475682307696903,0.0475682307696903
Bale,Bale,Bale_005.npy,Bale_01.npy,15.073397918189816,337.340989100167,0.05825828841027969,0.05825828841027969
Bale,Bale,Bale_005.npy,Bale_000005.npy,14.418055221261621,293.5850857067149,0.053302645221372735,0.053302645221372735
Bale,Bale,Bale_005.npy,Bale_03.npy,18.33346296139258,353.13135691559637,0.08618355491198904,0.08618355491198904
Bale,Bale,Bale_005.npy,Bale_005.npy,0.0,0.0,0.0,0.0
Bale,Bale,Bale_005.npy,Bale_05.npy,18.794075202008557,377.7329202604228,0.09056852889711597,0.09056852889711597
Bale,Bale,Bale_005.npy,Bale_004.npy,4.01222080068088,97.64817469086707,0.004127670706004394,0.004127670706004394
Bale,Bale,Bale_005.npy,Bale_002.npy,5.149657136317165,128.08617815034475,0.006799735544005814,0.006799735544005814
Bale,Bale,Bale_05.npy,Bale_02.npy,12.202910963263049,240.34330334307072,0.03818231691726315,0.03818231691726315
Bale,Bale,Bale_05.npy,Bale_000003.npy,15.308278719417224,358.5609044742487,0.06008805060291411,0.06008805060291411
Bale,Bale,Bale_05.npy,Bale_01.npy,27.171245544817467,536.8394067466724,0.1893016883222468,0.1893016883222468
Bale,Bale,Bale_05.npy,Bale_000005.npy,14.251239759797565,324.66884072303094,0.0520763678695475,0.0520763678695475
Bale,Bale,Bale_05.npy,Bale_03.npy,7.88257721309437,190.47994078557295,0.015932057312921688,0.015932057312921688
Bale,Bale,Bale_05.npy,Bale_005.npy,18.794075202008557,377.7329202604228,0.09056852889711597,0.09056852889711597
Bale,Bale,Bale_05.npy,Bale_05.npy,0.0,0.0,0.0,0.0
Bale,Bale,Bale_05.npy,Bale_004.npy,18.428023644669917,375.5582383381832,0.08707488601243962,0.08707488601243962
Bale,Bale,Bale_05.npy,Bale_002.npy,19.372429644237506,395.4744747900738,0.0962284693130595,0.0962284693130595
Bale,Bale,Bale_004.npy,Bale_02.npy,17.550457187242742,372.4541597362566,0.07897911473877928,0.07897911473877928
Bale,Bale,Bale_004.npy,Bale_000003.npy,13.613381306924266,286.2357951307584,0.047519012976337205,0.047519012976337205
Bale,Bale,Bale_004.npy,Bale_01.npy,16.448778024032507,365.4995555652814,0.06937494832920366,0.06937494832920366
Bale,Bale,Bale_004.npy,Bale_000005.npy,14.470132256918122,295.4800253711071,0.053688391675052904,0.053688391675052904
Bale,Bale,Bale_004.npy,Bale_03.npy,18.090174768841162,333.1322447408955,0.08391139055569685,0.08391139055569685
Bale,Bale,Bale_004.npy,Bale_005.npy,4.01222080068088,97.64817469086707,0.004127670706004394,0.004127670706004394
Bale,Bale,Bale_004.npy,Bale_05.npy,18.428023644669917,375.5582383381832,0.08707488601243962,0.08707488601243962
Bale,Bale,Bale_004.npy,Bale_004.npy,0.0,0.0,0.0,0.0
Bale,Bale,Bale_004.npy,Bale_002.npy,4.400779921785804,114.15078823918532,0.0049658625435879955,0.0049658625435879955
Bale,Bale,Bale_002.npy,Bale_02.npy,18.065437646700857,390.18869294969215,0.08368206086329222,0.08368206086329222
Bale,Bale,Bale_002.npy,Bale_000003.npy,14.52147224212474,304.6348088772909,0.05407004002020532,0.05407004002020532
Bale,Bale,Bale_002.npy,Bale_01.npy,16.38098810766052,368.1237378749091,0.06880430035469642,0.06880430035469642
Bale,Bale,Bale_002.npy,Bale_000005.npy,15.689442067668184,323.17273481070276,0.06311758779351784,0.06311758779351784
Bale,Bale,Bale_002.npy,Bale_03.npy,19.29105426394935,360.19035215858537,0.0954217370806767,0.0954217370806767
Bale,Bale,Bale_002.npy,Bale_005.npy,5.149657136317165,128.08617815034475,0.006799735544005814,0.006799735544005814
Bale,Bale,Bale_002.npy,Bale_05.npy,19.372429644237506,395.4744747900738,0.0962284693130595,0.0962284693130595
Bale,Bale,Bale_002.npy,Bale_004.npy,4.400779921785804,114.15078823918532,0.0049658625435879955,0.0049658625435879955
Bale,Bale,Bale_002.npy,Bale_002.npy,0.0,0.0,0.0,0.0
Bale,BesiarAali,Bale_02.npy,BesiarAali_02.npy,17.909408805869955,396.4206307608183,0.08224280096814607,0.08224280096814607
Bale,BesiarAali,Bale_02.npy,BesiarAali_003.npy,20.435034044365313,474.83899525640004,0.10707451702419757,0.10707451702419757
Bale,BesiarAali,Bale_02.npy,BesiarAali_000001.npy,19.172604791733168,445.3610738729148,0.09425353192307417,0.09425353192307417
Bale,BesiarAali,Bale_02.npy,BesiarAali_000005.npy,20.264924594667885,466.35602773372,0.10529927405835238,0.10529927405835238
Bale,BesiarAali,Bale_02.npy,BesiarAali_001.npy,20.70273418050859,484.791631169431,0.10989825706379486,0.10989825706379486
Bale,BesiarAali,Bale_02.npy,BesiarAali_05.npy,17.97483519277123,400.22510725552894,0.08284479492494579,0.08284479492494579
Bale,BesiarAali,Bale_02.npy,BesiarAali_000003.npy,19.568186704779247,470.43369698280384,0.09818305920848724,0.09818305920848724
Bale,BesiarAali,Bale_02.npy,BesiarAali_03.npy,17.4364766551621,392.84099056230525,0.07795659439641334,0.07795659439641334
Bale,BesiarAali,Bale_000003.npy,BesiarAali_02.npy,18.38024157261703,452.47660434194256,0.08662391801737401,0.08662391801737401
Bale,BesiarAali,Bale_000003.npy,BesiarAali_003.npy,19.101865163065703,456.3971155387442,0.09355929556614018,0.09355929556614018
Bale,BesiarAali,Bale_000003.npy,BesiarAali_000001.npy,18.279258028336596,435.93505399944513,0.08567468565807912,0.08567468565807912
Bale,BesiarAali,Bale_000003.npy,BesiarAali_000005.npy,17.827722624340456,417.33261870277687,0.08149428050523577,0.08149428050523577
Bale,BesiarAali,Bale_000003.npy,BesiarAali_001.npy,19.23623426500943,468.46892403350574,0.09488018171751922,0.09488018171751922
Bale,BesiarAali,Bale_000003.npy,BesiarAali_05.npy,17.74689869081816,443.00175570019996,0.0807570290108115,0.0807570290108115
Bale,BesiarAali,Bale_000003.npy,BesiarAali_000003.npy,18.10420470929742,436.3788499239881,0.08404159696311497,0.08404159696311497
Bale,BesiarAali,Bale_000003.npy,BesiarAali_03.npy,17.911725276776775,441.984266349022,0.08226407753608278,0.08226407753608278
Bale,BesiarAali,Bale_01.npy,BesiarAali_02.npy,23.48820371697286,488.46324940342373,0.14146043944872222,0.14146043944872222
Bale,BesiarAali,Bale_01.npy,BesiarAali_003.npy,20.12578667835851,422.68086701818555,0.10385827933917768,0.10385827933917768
Bale,BesiarAali,Bale_01.npy,BesiarAali_000001.npy,25.457965263411015,534.4720835201393,0.16618153727001128,0.16618153727001128
Bale,BesiarAali,Bale_01.npy,BesiarAali_000005.npy,24.08723942957083,521.9872038289219,0.14876797521473628,0.14876797521473628
Bale,BesiarAali,Bale_01.npy,BesiarAali_001.npy,22.12557805245477,468.3780698698865,0.1255233856808381,0.1255233856808381
Bale,BesiarAali,Bale_01.npy,BesiarAali_05.npy,23.313818913843683,474.34561581847413,0.13936773137115288,0.13936773137115288
Bale,BesiarAali,Bale_01.npy,BesiarAali_000003.npy,22.920313279568987,498.7592970790534,0.1347027591880997,0.1347027591880997
Bale,BesiarAali,Bale_01.npy,BesiarAali_03.npy,22.920466113354227,470.76296088228105,0.1347045556034412,0.1347045556034412
Bale,BesiarAali,Bale_000005.npy,BesiarAali_02.npy,18.41785199376541,431.74866478213096,0.0869787877087822,0.0869787877087822
Bale,BesiarAali,Bale_000005.npy,BesiarAali_003.npy,20.0313557540276,465.1637718179278,0.1028859521395945,0.1028859521395945
Bale,BesiarAali,Bale_000005.npy,BesiarAali_000001.npy,18.678870250272826,432.8972000379026,0.08946158816064831,0.08946158816064831
Bale,BesiarAali,Bale_000005.npy,BesiarAali_000005.npy,18.494627030612822,418.47621722040475,0.08770544333371233,0.08770544333371233
Bale,BesiarAali,Bale_000005.npy,BesiarAali_001.npy,19.9123788586013,468.6684428153001,0.10166739277140358,0.10166739277140358
Bale,BesiarAali,Bale_000005.npy,BesiarAali_05.npy,17.634812539173176,424.50451461239794,0.07974015725430283,0.07974015725430283
